id,product_id,title,brand,category,subcategory,description,image,slug,variations,offers,is_active,keyspecs,timestamp,origin,images
769,PRDCT769,test product 769,65,11,70,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_cyHq7Qh.webp,,"175,176,177",,1,"2,4,5",,IN,"25,26,27,28,29,"
770,PRDCT770,test product 770,8,11,70,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_VtlklVW.webp,,"178,179,180",,1,"2,4,5",,IN,"15,16,17,18,19,"
771,PRDCT771,test product 771,53,11,71,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_XTWljcQ.jpg,,"181,182,183",,1,"2,4,5",,IN,"20,21,22,23,24,"
772,PRDCT772,test product 772,63,11,71,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_13lxXId.jpg,,"184,185,186",,1,"2,4,5",,IN,"25,26,27,28,29,"
773,PRDCT773,test product 773,18,11,71,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_KUx2OxV.jpg,,"187,188,189",,1,"2,4,5",,IN,"15,16,17,18,19,"
774,PRDCT774,test product 774,20,11,71,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_Jo25JkP.jpg,,"190,191,192",,1,"2,4,5",,IN,"20,21,22,23,24,"
775,PRDCT775,test product 775,56,11,71,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_aLBH1dT.jpg,,"193,194,195",,1,"2,4,5",,IN,"25,26,27,28,29,"
776,PRDCT776,test product 776,38,11,71,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_RJMLKMW.webp,,"196,197,198",,1,"2,4,5",,IN,"15,16,17,18,19,"
777,PRDCT777,test product 777,8,11,71,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_hcdpXA9.jpg,,"199,200,201",,1,"2,4,5",,IN,"20,21,22,23,24,"
778,PRDCT778,test product 778,60,11,71,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_s4JtHCr.webp,,"202,203,204",,1,"2,4,5",,IN,"25,26,27,28,29,"
779,PRDCT779,test product 779,68,11,71,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_QgEvjJW.jpg,,"205,206,207",,1,"2,4,5",,IN,"15,16,17,18,19,"
780,PRDCT780,test product 780,5,11,71,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_lQN8p36.jpg,,"208,209,210",,1,"2,4,5",,IN,"20,21,22,23,24,"
781,PRDCT781,test product 781,95,11,71,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.jpg,,"211,212,213",,1,"2,4,5",,IN,"25,26,27,28,29,"
782,PRDCT782,test product 782,54,11,72,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_31KTRso.jpg,,"214,215,216",,1,"2,4,5",,IN,"15,16,17,18,19,"
783,PRDCT783,test product 783,29,11,72,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_qRkvR6t.jpg,,"217,218,219",,1,"2,4,5",,IN,"20,21,22,23,24,"
784,PRDCT784,test product 784,31,11,72,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_fBPlGwn.jpg,,"220,221,222",,1,"2,4,5",,IN,"25,26,27,28,29,"
785,PRDCT785,test product 785,53,11,72,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_7fr8juG.jpg,,"223,224,225",,1,"2,4,5",,IN,"15,16,17,18,19,"
786,PRDCT786,test product 786,36,11,72,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.webp,,"226,227,228",,1,"2,4,5",,IN,"20,21,22,23,24,"
787,PRDCT787,test product 787,20,11,72,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_bNKGkSY.webp,,"229,230,231",,1,"2,4,5",,IN,"25,26,27,28,29,"
788,PRDCT788,test product 788,89,11,72,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_JAWzTel.webp,,"232,233,234",,1,"2,4,5",,IN,"15,16,17,18,19,"
789,PRDCT789,test product 789,64,11,72,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_cyHq7Qh.webp,,"235,236,237",,1,"2,4,5",,IN,"20,21,22,23,24,"
790,PRDCT790,test product 790,28,11,72,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_VtlklVW.webp,,"238,239,240",,1,"2,4,5",,IN,"25,26,27,28,29,"
791,PRDCT791,test product 791,46,11,72,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_XTWljcQ.jpg,,"241,242,243",,1,"2,4,5",,IN,"15,16,17,18,19,"
792,PRDCT792,test product 792,74,11,72,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_13lxXId.jpg,,"244,245,246",,1,"2,4,5",,IN,"20,21,22,23,24,"
793,PRDCT793,test product 793,21,15,73,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_KUx2OxV.jpg,,"247,248,249",,1,"2,4,5",,IN,"25,26,27,28,29,"
794,PRDCT794,test product 794,46,15,73,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_Jo25JkP.jpg,,"250,251,252",,1,"2,4,5",,IN,"15,16,17,18,19,"
795,PRDCT795,test product 795,80,15,73,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_aLBH1dT.jpg,,"253,254,255",,1,"2,4,5",,IN,"20,21,22,23,24,"
796,PRDCT796,test product 796,57,15,73,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_RJMLKMW.webp,,"256,257,258",,1,"2,4,5",,IN,"25,26,27,28,29,"
797,PRDCT797,test product 797,80,15,73,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_hcdpXA9.jpg,,"259,260,261",,1,"2,4,5",,IN,"15,16,17,18,19,"
798,PRDCT798,test product 798,72,15,73,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_s4JtHCr.webp,,"262,263,264",,1,"2,4,5",,IN,"20,21,22,23,24,"
799,PRDCT799,test product 799,47,15,73,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_QgEvjJW.jpg,,"265,266,267",,1,"2,4,5",,IN,"25,26,27,28,29,"
800,PRDCT800,test product 800,21,15,73,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_lQN8p36.jpg,,"268,269,270",,1,"2,4,5",,IN,"15,16,17,18,19,"
801,PRDCT801,test product 801,83,15,73,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.jpg,,"271,272,273",,1,"2,4,5",,IN,"20,21,22,23,24,"
802,PRDCT802,test product 802,84,15,73,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_31KTRso.jpg,,"274,275,276",,1,"2,4,5",,IN,"25,26,27,28,29,"
803,PRDCT803,test product 803,51,15,73,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_qRkvR6t.jpg,,"277,278,279",,1,"2,4,5",,IN,"15,16,17,18,19,"
804,PRDCT804,test product 804,96,15,74,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_fBPlGwn.jpg,,"280,281,282",,1,"2,4,5",,IN,"20,21,22,23,24,"
805,PRDCT805,test product 805,12,15,74,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_7fr8juG.jpg,,"283,284,285",,1,"2,4,5",,IN,"25,26,27,28,29,"
806,PRDCT806,test product 806,27,15,74,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.webp,,"286,287,288",,1,"2,4,5",,IN,"15,16,17,18,19,"
807,PRDCT807,test product 807,11,15,74,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_bNKGkSY.webp,,"289,290,291",,1,"2,4,5",,IN,"20,21,22,23,24,"
808,PRDCT808,test product 808,55,15,74,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_JAWzTel.webp,,"292,293,294",,1,"2,4,5",,IN,"25,26,27,28,29,"
809,PRDCT809,test product 809,47,15,74,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_cyHq7Qh.webp,,"295,296,297",,1,"2,4,5",,IN,"15,16,17,18,19,"
810,PRDCT810,test product 810,2,15,74,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_VtlklVW.webp,,"298,299,300",,1,"2,4,5",,IN,"20,21,22,23,24,"
811,PRDCT811,test product 811,7,15,74,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_XTWljcQ.jpg,,"31,32,33",,1,"2,4,5",,IN,"25,26,27,28,29,"
812,PRDCT812,test product 812,85,15,74,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_13lxXId.jpg,,"34,35,36",,1,"2,4,5",,IN,"15,16,17,18,19,"
813,PRDCT813,test product 813,34,15,74,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_KUx2OxV.jpg,,"37,38,39",,1,"2,4,5",,IN,"20,21,22,23,24,"
814,PRDCT814,test product 814,71,15,74,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_Jo25JkP.jpg,,"40,41,42",,1,"2,4,5",,IN,"25,26,27,28,29,"
815,PRDCT815,test product 815,31,15,75,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_aLBH1dT.jpg,,"43,44,45",,1,"2,4,5",,IN,"15,16,17,18,19,"
816,PRDCT816,test product 816,42,15,75,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_RJMLKMW.webp,,"46,47,48",,1,"2,4,5",,IN,"20,21,22,23,24,"
817,PRDCT817,test product 817,27,15,75,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_hcdpXA9.jpg,,"49,50,51",,1,"2,4,5",,IN,"25,26,27,28,29,"
818,PRDCT818,test product 818,46,15,75,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_s4JtHCr.webp,,"52,53,54",,1,"2,4,5",,IN,"15,16,17,18,19,"
819,PRDCT819,test product 819,34,15,75,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_QgEvjJW.jpg,,"55,56,57",,1,"2,4,5",,IN,"20,21,22,23,24,"
820,PRDCT820,test product 820,30,15,75,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_lQN8p36.jpg,,"58,59,60",,1,"2,4,5",,IN,"25,26,27,28,29,"
821,PRDCT821,test product 821,53,15,75,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.jpg,,"61,62,63",,1,"2,4,5",,IN,"15,16,17,18,19,"
822,PRDCT822,test product 822,16,15,75,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_31KTRso.jpg,,"64,65,66",,1,"2,4,5",,IN,"20,21,22,23,24,"
823,PRDCT823,test product 823,9,15,75,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_qRkvR6t.jpg,,"67,68,69",,1,"2,4,5",,IN,"25,26,27,28,29,"
824,PRDCT824,test product 824,15,15,75,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_fBPlGwn.jpg,,"70,71,72",,1,"2,4,5",,IN,"15,16,17,18,19,"
825,PRDCT825,test product 825,31,15,75,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_7fr8juG.jpg,,"73,74,75",,1,"2,4,5",,IN,"20,21,22,23,24,"
826,PRDCT826,test product 826,55,15,76,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.webp,,"76,77,78",,1,"2,4,5",,IN,"25,26,27,28,29,"
827,PRDCT827,test product 827,16,15,76,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_bNKGkSY.webp,,"79,80,81",,1,"2,4,5",,IN,"15,16,17,18,19,"
828,PRDCT828,test product 828,45,15,76,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_JAWzTel.webp,,"82,83,84",,1,"2,4,5",,IN,"20,21,22,23,24,"
829,PRDCT829,test product 829,92,15,76,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_cyHq7Qh.webp,,"85,86,87",,1,"2,4,5",,IN,"25,26,27,28,29,"
830,PRDCT830,test product 830,85,15,76,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_VtlklVW.webp,,"88,89,90",,1,"2,4,5",,IN,"15,16,17,18,19,"
831,PRDCT831,test product 831,61,15,76,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_XTWljcQ.jpg,,"91,92,93",,1,"2,4,5",,IN,"20,21,22,23,24,"
832,PRDCT832,test product 832,31,15,76,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_13lxXId.jpg,,"94,95,96",,1,"2,4,5",,IN,"25,26,27,28,29,"
833,PRDCT833,test product 833,49,15,76,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_KUx2OxV.jpg,,"97,98,99",,1,"2,4,5",,IN,"15,16,17,18,19,"
834,PRDCT834,test product 834,2,15,76,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_Jo25JkP.jpg,,"100,101,102",,1,"2,4,5",,IN,"20,21,22,23,24,"
835,PRDCT835,test product 835,5,15,76,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_aLBH1dT.jpg,,"103,104,105",,1,"2,4,5",,IN,"25,26,27,28,29,"
836,PRDCT836,test product 836,74,15,76,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_RJMLKMW.webp,,"106,107,108",,1,"2,4,5",,IN,"15,16,17,18,19,"
837,PRDCT837,test product 837,55,15,77,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_hcdpXA9.jpg,,"109,110,111",,1,"2,4,5",,IN,"20,21,22,23,24,"
838,PRDCT838,test product 838,13,15,77,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_s4JtHCr.webp,,"112,113,114",,1,"2,4,5",,IN,"25,26,27,28,29,"
839,PRDCT839,test product 839,5,15,77,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_QgEvjJW.jpg,,"115,116,117",,1,"2,4,5",,IN,"15,16,17,18,19,"
840,PRDCT840,test product 840,77,15,77,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_lQN8p36.jpg,,"118,119,120",,1,"2,4,5",,IN,"20,21,22,23,24,"
841,PRDCT841,test product 841,67,15,77,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.jpg,,"121,122,123",,1,"2,4,5",,IN,"25,26,27,28,29,"
842,PRDCT842,test product 842,13,15,77,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_31KTRso.jpg,,"124,125,126",,1,"2,4,5",,IN,"15,16,17,18,19,"
843,PRDCT843,test product 843,98,15,77,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_qRkvR6t.jpg,,"127,128,129",,1,"2,4,5",,IN,"20,21,22,23,24,"
844,PRDCT844,test product 844,90,15,77,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_fBPlGwn.jpg,,"130,131,132",,1,"2,4,5",,IN,"25,26,27,28,29,"
845,PRDCT845,test product 845,1,15,77,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_7fr8juG.jpg,,"133,134,135",,1,"2,4,5",,IN,"15,16,17,18,19,"
846,PRDCT846,test product 846,86,15,77,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.webp,,"136,137,138",,1,"2,4,5",,IN,"20,21,22,23,24,"
847,PRDCT847,test product 847,76,15,77,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_bNKGkSY.webp,,"139,140,141",,1,"2,4,5",,IN,"25,26,27,28,29,"
848,PRDCT848,test product 848,93,17,86,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_JAWzTel.webp,,"142,143,144",,1,"2,4,5",,IN,"15,16,17,18,19,"
849,PRDCT849,test product 849,47,17,86,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_cyHq7Qh.webp,,"145,146,147",,1,"2,4,5",,IN,"20,21,22,23,24,"
850,PRDCT850,test product 850,86,17,86,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_VtlklVW.webp,,"148,149,150",,1,"2,4,5",,IN,"25,26,27,28,29,"
851,PRDCT851,test product 851,71,17,86,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_XTWljcQ.jpg,,"151,152,153",,1,"2,4,5",,IN,"15,16,17,18,19,"
852,PRDCT852,test product 852,12,17,86,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_13lxXId.jpg,,"154,155,156",,1,"2,4,5",,IN,"20,21,22,23,24,"
853,PRDCT853,test product 853,14,17,86,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_KUx2OxV.jpg,,"157,158,159",,1,"2,4,5",,IN,"25,26,27,28,29,"
854,PRDCT854,test product 854,15,17,86,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_Jo25JkP.jpg,,"160,161,162",,1,"2,4,5",,IN,"15,16,17,18,19,"
855,PRDCT855,test product 855,52,17,86,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_aLBH1dT.jpg,,"163,164,165",,1,"2,4,5",,IN,"20,21,22,23,24,"
856,PRDCT856,test product 856,88,17,86,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_RJMLKMW.webp,,"166,167,168",,1,"2,4,5",,IN,"25,26,27,28,29,"
857,PRDCT857,test product 857,83,17,86,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_hcdpXA9.jpg,,"169,170,171",,1,"2,4,5",,IN,"15,16,17,18,19,"
858,PRDCT858,test product 858,66,17,86,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_s4JtHCr.webp,,"172,173,174",,1,"2,4,5",,IN,"20,21,22,23,24,"
859,PRDCT859,test product 859,52,17,87,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_QgEvjJW.jpg,,"175,176,177",,1,"2,4,5",,IN,"25,26,27,28,29,"
860,PRDCT860,test product 860,7,17,87,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_lQN8p36.jpg,,"178,179,180",,1,"2,4,5",,IN,"15,16,17,18,19,"
861,PRDCT861,test product 861,4,17,87,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.jpg,,"181,182,183",,1,"2,4,5",,IN,"20,21,22,23,24,"
862,PRDCT862,test product 862,9,17,87,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_31KTRso.jpg,,"184,185,186",,1,"2,4,5",,IN,"25,26,27,28,29,"
863,PRDCT863,test product 863,24,17,87,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_qRkvR6t.jpg,,"187,188,189",,1,"2,4,5",,IN,"15,16,17,18,19,"
864,PRDCT864,test product 864,47,17,87,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_fBPlGwn.jpg,,"190,191,192",,1,"2,4,5",,IN,"20,21,22,23,24,"
865,PRDCT865,test product 865,76,17,87,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_7fr8juG.jpg,,"193,194,195",,1,"2,4,5",,IN,"25,26,27,28,29,"
